time,G_Gh,G_Dh,G_Gk,G_Bn,Tamb,HR, hs, Az,precip, Td
2005-11-05 15:00:00+00:00,334,145,517,436,14.9,61,25.7,42.4,0.0,7.5
2005-11-05 16:00:00+00:00,208,84,358,431,15.1,57,16.7,54.5,0.0,6.8
2005-11-05 17:00:00+00:00,71,44,151,246,14.7,58,6.4,65.0,0.0,6.5
2005-11-05 18:00:00+00:00,0,0,0,0,14.1,58,0.0,74.1,0.0,5.9
2005-11-05 19:00:00+00:00,0,0,0,0,13.5,59,0.0,82.5,0.0,5.8
2005-11-05 20:00:00+00:00,0,0,0,0,12.9,62,0.0,91.4,0.0,5.9
2005-11-05 21:00:00+00:00,0,0,0,0,12.5,60,0.0,101.4,0.0,5.1
2005-11-05 22:00:00+00:00,0,0,0,0,11.8,64,0.0,114.4,0.0,5.3
2005-11-05 23:00:00+00:00,0,0,0,0,11.2,65,0.0,134.0,0.0,4.9
2005-11-06 00:00:00+00:00,0,0,0,0,10.3,71,0.0,-165.0,0.0,5.4
2005-11-06 01:00:00+00:00,0,0,0,0,9.4,70,0.0,-156.3,0.0,4.2
2005-11-06 02:00:00+00:00,0,0,0,0,8.5,75,0.0,-128.2,0.0,4.3
2005-11-06 03:00:00+00:00,0,0,0,0,8.0,78,0.0,-110.5,0.0,4.3
2005-11-06 04:00:00+00:00,0,0,0,0,7.5,76,0.0,-98.5,0.0,3.6
2005-11-06 05:00:00+00:00,0,0,0,0,7.1,75,0.0,-89.2,0.0,3.1
2005-11-06 06:00:00+00:00,0,0,0,0,6.8,79,0.0,-80.3,0.0,3.4
2005-11-06 07:00:00+00:00,0,0,0,0,6.7,80,0.0,-71.5,0.0,3.6
2005-11-06 08:00:00+00:00,101,44,218,373,8.1,79,8.7,-62.3,0.0,4.8
2005-11-06 09:00:00+00:00,271,64,494,646,10.2,66,18.7,-51.5,0.0,4.2
2005-11-06 10:00:00+00:00,401,101,663,654,12.2,57,27.3,-39.1,0.0,4.0
2005-11-06 11:00:00+00:00,480,154,750,588,13.5,52,33.6,-24.1,0.0,4.0
2005-11-06 12:00:00+00:00,550,153,858,662,14.8,47,36.8,-6.6,0.0,3.5
2005-11-06 13:00:00+00:00,516,175,783,575,15.5,46,36.4,11.0,0.0,3.9
2005-11-06 14:00:00+00:00,466,141,737,607,15.9,45,32.4,27.5,0.0,3.9
2005-11-06 15:00:00+00:00,373,100,624,636,15.9,45,25.5,42.2,0.0,3.9
2005-11-06 16:00:00+00:00,212,77,382,475,15.3,47,16.5,54.3,0.0,4.0
2005-11-06 17:00:00+00:00,68,43,147,236,14.1,50,6.2,64.5,0.0,3.8
2005-11-06 18:00:00+00:00,0,0,0,0,12.9,57,0.0,73.6,0.0,4.5
2005-11-06 19:00:00+00:00,0,0,0,0,12.3,57,0.0,82.3,0.0,4.0
2005-11-06 20:00:00+00:00,0,0,0,0,11.5,60,0.0,91.2,0.0,4.1
2005-11-06 21:00:00+00:00,0,0,0,0,10.7,67,0.0,101.2,0.0,4.9
2005-11-06 22:00:00+00:00,0,0,0,0,9.9,69,0.0,114.2,0.0,4.5
2005-11-06 23:00:00+00:00,0,0,0,0,9.1,76,0.0,133.4,0.0,5.1
2005-11-07 00:00:00+00:00,0,0,0,0,8.6,75,0.0,-164.5,0.0,4.5
2005-11-07 01:00:00+00:00,0,0,0,0,8.0,75,0.0,-156.2,0.0,3.9
2005-11-07 02:00:00+00:00,0,0,0,0,7.4,79,0.0,-127.5,0.0,4.1
2005-11-07 03:00:00+00:00,0,0,0,0,7.1,77,0.0,-110.3,0.0,3.4
2005-11-07 04:00:00+00:00,0,0,0,0,6.8,77,0.0,-98.3,0.0,3.1
2005-11-07 05:00:00+00:00,0,0,0,0,6.6,77,0.0,-88.6,0.0,3.0
2005-11-07 06:00:00+00:00,0,0,0,0,6.4,77,0.0,-80.2,0.0,2.7
2005-11-07 07:00:00+00:00,1,1,0,0,6.4,78,0.0,-71.4,0.0,2.8
2005-11-07 08:00:00+00:00,105,40,242,445,8.0,74,8.5,-62.2,0.0,3.8
2005-11-07 09:00:00+00:00,268,63,492,645,10.3,65,18.5,-51.4,0.0,3.9
2005-11-07 10:00:00+00:00,422,74,714,766,12.6,58,27.0,-39.0,0.0,4.5
2005-11-07 11:00:00+00:00,531,85,865,812,14.3,52,33.3,-24.0,0.0,4.5
2005-11-07 12:00:00+00:00,597,79,951,871,15.9,45,36.5,-6.5,0.0,4.1
2005-11-07 13:00:00+00:00,582,86,926,842,16.9,43,36.1,10.6,0.0,4.3
2005-11-07 14:00:00+00:00,517,76,840,830,17.5,41,32.1,27.4,0.0,4.0
2005-11-07 15:00:00+00:00,403,58,691,808,17.5,42,25.2,42.1,0.0,4.5
2005-11-07 16:00:00+00:00,243,48,469,695,16.8,43,16.3,54.2,0.0,4.4
2005-11-07 17:00:00+00:00,78,35,198,406,15.5,47,6.0,64.4,0.0,4.2
2005-11-07 18:00:00+00:00,0,0,0,0,14.1,58,0.0,73.4,0.0,6.1
2005-11-07 19:00:00+00:00,0,0,0,0,13.8,65,0.0,82.2,0.0,7.3
2005-11-07 20:00:00+00:00,0,0,0,0,13.4,69,0.0,91.0,0.0,7.9
2005-11-07 21:00:00+00:00,0,0,0,0,13.1,70,0.0,101.0,0.0,7.8
2005-11-07 22:00:00+00:00,0,0,0,0,12.7,74,0.0,113.5,0.0,8.2
2005-11-07 23:00:00+00:00,0,0,0,0,12.5,79,0.0,133.1,0.0,9.0
2005-11-08 00:00:00+00:00,0,0,0,0,12.2,78,0.0,-164.3,0.0,8.4
2005-11-08 01:00:00+00:00,0,0,0,0,11.9,78,0.0,-156.0,0.0,8.3
2005-11-08 02:00:00+00:00,0,0,0,0,11.7,76,0.0,-127.3,0.0,7.7
2005-11-08 03:00:00+00:00,0,0,0,0,11.6,78,0.0,-110.1,0.0,7.8
2005-11-08 04:00:00+00:00,0,0,0,0,11.5,80,0.0,-98.2,0.0,8.1
2005-11-08 05:00:00+00:00,0,0,0,0,11.4,94,0.0,-88.4,0.0,10.5
2005-11-08 06:00:00+00:00,0,0,0,0,11.4,92,0.0,-80.0,0.0,10.1
2005-11-08 07:00:00+00:00,0,0,0,0,11.4,91,0.0,-71.3,0.0,10.0
2005-11-08 08:00:00+00:00,9,9,6,0,11.6,97,8.2,-62.1,0.0,11.1
2005-11-08 09:00:00+00:00,26,26,21,0,11.9,95,18.3,-51.3,0.0,11.0
2005-11-08 10:00:00+00:00,121,121,109,0,12.6,92,26.8,-38.6,0.0,11.3
2005-11-08 11:00:00+00:00,501,235,741,487,15.1,79,33.0,-23.6,0.0,11.5
2005-11-08 12:00:00+00:00,375,275,472,169,16.2,71,36.2,-6.5,0.0,10.9
2005-11-08 13:00:00+00:00,319,265,365,91,16.8,65,35.8,10.5,0.0,10.2
2005-11-08 14:00:00+00:00,377,248,495,245,17.4,66,31.8,27.4,0.0,11.1
2005-11-08 15:00:00+00:00,339,206,484,316,17.8,62,25.0,41.6,0.0,10.5
2005-11-08 16:00:00+00:00,20,20,16,0,16.9,67,16.1,54.0,0.0,10.9
2005-11-08 17:00:00+00:00,19,19,15,0,16.2,73,5.8,64.2,0.0,11.3
2005-11-08 18:00:00+00:00,0,0,0,0,15.5,74,0.0,73.3,0.0,11.0
2005-11-08 19:00:00+00:00,0,0,0,0,15.2,76,0.0,82.0,0.0,11.0
2005-11-08 20:00:00+00:00,0,0,0,0,15.0,78,0.0,90.5,0.0,11.2
2005-11-08 21:00:00+00:00,0,0,0,0,14.8,78,0.0,100.4,0.0,11.0
2005-11-08 22:00:00+00:00,0,0,0,0,14.5,81,0.0,113.3,0.0,11.3
2005-11-08 23:00:00+00:00,0,0,0,0,14.3,83,0.0,132.5,0.1,11.4
2005-11-09 00:00:00+00:00,0,0,0,0,13.8,94,0.0,-164.2,0.4,12.8
2005-11-09 01:00:00+00:00,0,0,0,0,13.0,98,0.0,-155.5,2.4,12.6
2005-11-09 02:00:00+00:00,0,0,0,0,12.9,90,0.0,-127.1,0.8,11.4
2005-11-09 03:00:00+00:00,0,0,0,0,12.9,88,0.0,-109.5,0.2,10.9
2005-11-09 04:00:00+00:00,0,0,0,0,12.7,87,0.0,-97.6,0.1,10.6
2005-11-09 05:00:00+00:00,0,0,0,0,12.7,84,0.0,-88.3,0.0,10.0
2005-11-09 06:00:00+00:00,0,0,0,0,12.5,84,0.0,-79.5,0.0,9.9
2005-11-09 07:00:00+00:00,0,0,0,0,12.5,84,0.0,-71.1,0.0,9.9
2005-11-09 08:00:00+00:00,73,55,123,128,13.5,84,8.0,-61.6,0.0,10.8
2005-11-09 09:00:00+00:00,120,114,119,19,14.2,80,18.0,-51.2,0.0,10.8
2005-11-09 10:00:00+00:00,35,35,29,0,14.0,80,26.5,-38.5,0.0,10.6
2005-11-09 11:00:00+00:00,44,44,37,0,14.0,82,32.7,-23.5,0.0,10.9
2005-11-09 12:00:00+00:00,132,132,118,0,14.3,80,35.9,-6.5,0.0,10.9
2005-11-09 13:00:00+00:00,146,146,132,0,14.6,80,35.5,10.5,0.0,11.2
2005-11-09 14:00:00+00:00,459,255,650,390,16.0,62,31.6,27.3,0.0,8.7
2005-11-09 15:00:00+00:00,418,87,720,792,16.9,57,24.8,41.5,0.0,8.3
2005-11-09 16:00:00+00:00,264,51,520,781,17.2,53,15.9,53.5,0.0,7.6
2005-11-09 17:00:00+00:00,80,27,232,541,16.8,53,5.6,64.1,0.0,7.1
2005-11-09 18:00:00+00:00,0,0,0,0,16.1,55,0.0,73.1,0.0,7.1
2005-11-09 19:00:00+00:00,0,0,0,0,15.6,58,0.0,81.5,0.0,7.4
2005-11-09 20:00:00+00:00,0,0,0,0,15.1,58,0.0,90.3,0.0,7.0
2005-11-09 21:00:00+00:00,0,0,0,0,14.6,60,0.0,100.2,0.0,6.9
2005-11-09 22:00:00+00:00,0,0,0,0,14.0,64,0.0,113.1,0.0,7.4
2005-11-09 23:00:00+00:00,0,0,0,0,13.5,68,0.0,132.2,0.0,7.7
2005-11-10 00:00:00+00:00,0,0,0,0,13.0,69,0.0,-164.0,0.0,7.4
2005-11-10 01:00:00+00:00,0,0,0,0,12.5,72,0.0,-155.4,0.0,7.6
2005-11-10 02:00:00+00:00,0,0,0,0,11.9,76,0.0,-126.5,0.0,7.8
2005-11-10 03:00:00+00:00,0,0,0,0,11.5,75,0.0,-109.3,0.0,7.2
2005-11-10 04:00:00+00:00,0,0,0,0,11.2,78,0.0,-97.4,0.0,7.5
2005-11-10 05:00:00+00:00,0,0,0,0,11.0,78,0.0,-88.1,0.0,7.3
2005-11-10 06:00:00+00:00,0,0,0,0,10.8,80,0.0,-79.4,0.0,7.4
2005-11-10 07:00:00+00:00,0,0,0,0,10.8,80,0.0,-71.0,0.0,7.5
2005-11-10 08:00:00+00:00,94,38,225,408,12.2,74,7.8,-61.4,0.0,7.7
2005-11-10 09:00:00+00:00,255,65,480,624,14.0,66,17.8,-51.1,0.0,7.9
2005-11-10 10:00:00+00:00,404,80,692,732,15.9,57,26.2,-38.4,0.0,7.5
2005-11-10 11:00:00+00:00,523,85,865,816,17.7,50,32.5,-23.5,0.0,7.3
2005-11-10 12:00:00+00:00,582,79,940,864,19.2,47,35.6,-6.5,0.0,7.8
2005-11-10 13:00:00+00:00,558,105,903,786,20.2,43,35.2,10.4,0.0,7.2
2005-11-10 14:00:00+00:00,482,101,797,733,20.5,44,31.3,27.2,0.0,7.9
2005-11-10 15:00:00+00:00,373,76,650,716,20.5,45,24.5,41.4,0.0,8.1
2005-11-10 16:00:00+00:00,225,99,396,463,19.9,47,15.7,53.4,0.0,8.2
2005-11-10 17:00:00+00:00,26,26,22,0,18.5,50,5.5,63.5,0.0,8.0
2005-11-10 18:00:00+00:00,0,0,0,0,17.9,61,0.0,72.6,0.0,10.3
2005-11-10 19:00:00+00:00,0,0,0,0,17.2,61,0.0,81.3,0.0,9.7
2005-11-10 20:00:00+00:00,0,0,0,0,16.5,67,0.0,90.1,0.0,10.2
2005-11-10 21:00:00+00:00,0,0,0,0,15.8,71,0.0,100.0,0.0,10.6
2005-11-10 22:00:00+00:00,0,0,0,0,15.1,79,0.0,112.4,0.0,11.4
2005-11-10 23:00:00+00:00,0,0,0,0,14.4,85,0.0,131.6,0.0,12.0
2005-11-11 00:00:00+00:00,0,0,0,0,13.8,86,0.0,-163.5,0.0,11.5
2005-11-11 01:00:00+00:00,0,0,0,0,13.2,89,0.0,-155.3,0.0,11.4
2005-11-11 02:00:00+00:00,0,0,0,0,12.6,91,0.0,-126.3,0.0,11.2
2005-11-11 03:00:00+00:00,0,0,0,0,12.4,94,0.0,-109.1,0.0,11.5
2005-11-11 04:00:00+00:00,0,0,0,0,12.1,97,0.0,-97.3,0.0,11.6
2005-11-11 05:00:00+00:00,0,0,0,0,11.8,100,0.0,-87.6,0.0,11.8
2005-11-11 06:00:00+00:00,0,0,0,0,11.6,100,0.0,-79.2,0.0,11.6
2005-11-11 07:00:00+00:00,0,0,0,0,11.6,100,0.0,-70.5,0.0,11.6
2005-11-11 08:00:00+00:00,98,36,244,463,12.8,94,7.6,-61.3,0.0,11.9
2005-11-11 09:00:00+00:00,267,50,516,719,14.7,79,17.6,-50.6,0.0,11.1
2005-11-11 10:00:00+00:00,418,59,724,818,16.6,70,26.0,-38.3,0.0,11.2
2005-11-11 11:00:00+00:00,527,69,872,860,18.3,63,32.2,-23.4,0.0,11.1
2005-11-11 12:00:00+00:00,589,68,960,900,19.7,57,35.4,-6.5,0.0,10.9
2005-11-11 13:00:00+00:00,581,68,949,895,20.6,53,35.0,10.4,0.0,10.6
2005-11-11 14:00:00+00:00,507,67,845,852,21.1,54,31.1,27.1,0.0,11.5
2005-11-11 15:00:00+00:00,384,60,682,786,21.2,53,24.3,41.2,0.0,11.2
2005-11-11 16:00:00+00:00,224,97,401,476,20.5,55,15.5,53.3,0.0,11.2
2005-11-11 17:00:00+00:00,25,25,22,0,19.2,61,5.3,63.4,0.0,11.5
2005-11-11 18:00:00+00:00,0,0,0,0,18.5,66,0.0,72.4,0.0,12.0
2005-11-11 19:00:00+00:00,0,0,0,0,17.7,69,0.0,81.1,0.0,12.0
2005-11-11 20:00:00+00:00,0,0,0,0,17.0,72,0.0,89.5,0.0,11.8
2005-11-11 21:00:00+00:00,0,0,0,0,16.3,73,0.0,99.4,0.0,11.4
2005-11-11 22:00:00+00:00,0,0,0,0,15.5,74,0.0,112.2,0.0,10.9
2005-11-11 23:00:00+00:00,0,0,0,0,14.8,85,0.0,131.3,0.0,12.3
2005-11-12 00:00:00+00:00,0,0,0,0,14.1,84,0.0,-163.3,0.0,11.5
2005-11-12 01:00:00+00:00,0,0,0,0,13.3,84,0.0,-155.2,0.0,10.7
2005-11-12 02:00:00+00:00,0,0,0,0,12.6,87,0.0,-126.1,0.0,10.5
2005-11-12 03:00:00+00:00,0,0,0,0,12.3,89,0.0,-108.5,0.0,10.5
2005-11-12 04:00:00+00:00,0,0,0,0,11.8,91,0.0,-97.1,0.0,10.3
2005-11-12 05:00:00+00:00,0,0,0,0,11.5,92,0.0,-87.4,0.0,10.2
2005-11-12 06:00:00+00:00,0,0,0,0,11.2,90,0.0,-79.1,0.0,9.6
2005-11-12 07:00:00+00:00,1,1,0,0,11.2,93,0.0,-70.4,0.0,10.0
2005-11-12 08:00:00+00:00,111,34,290,595,12.5,90,7.4,-61.2,0.0,10.9
2005-11-12 09:00:00+00:00,308,68,591,808,14.1,75,17.3,-50.5,0.0,9.7
2005-11-12 10:00:00+00:00,475,173,767,695,15.8,68,25.7,-38.2,0.0,9.8
2005-11-12 11:00:00+00:00,272,234,310,73,16.0,72,31.9,-23.4,0.0,11.1
2005-11-12 12:00:00+00:00,333,265,413,119,16.3,69,35.1,-6.5,0.0,10.6
2005-11-12 13:00:00+00:00,427,257,594,299,16.8,64,34.7,10.3,0.0,10.0
2005-11-12 14:00:00+00:00,387,231,547,305,17.1,63,30.8,26.6,0.0,9.9
2005-11-12 15:00:00+00:00,85,85,75,0,16.2,65,24.1,41.1,0.0,9.6
2005-11-12 16:00:00+00:00,19,19,15,0,15.3,69,15.3,53.1,0.0,9.7
2005-11-12 17:00:00+00:00,7,7,5,0,14.5,71,5.1,63.3,0.0,9.4
2005-11-12 18:00:00+00:00,0,0,0,0,13.9,77,0.0,72.3,0.0,10.0
2005-11-12 19:00:00+00:00,0,0,0,0,13.3,78,0.0,80.6,0.0,9.5
2005-11-12 20:00:00+00:00,0,0,0,0,12.7,77,0.0,89.4,0.0,8.9
2005-11-12 21:00:00+00:00,0,0,0,0,12.2,75,0.0,99.2,0.0,8.0
2005-11-12 22:00:00+00:00,0,0,0,0,11.5,81,0.0,111.6,0.0,8.4
2005-11-12 23:00:00+00:00,0,0,0,0,10.9,88,0.0,131.1,0.0,9.0
2005-11-13 00:00:00+00:00,0,0,0,0,10.4,87,0.0,-163.1,0.0,8.2
2005-11-13 01:00:00+00:00,0,0,0,0,9.8,90,0.0,-155.1,0.0,8.2
2005-11-13 02:00:00+00:00,0,0,0,0,9.3,94,0.0,-125.5,0.0,8.4
2005-11-13 03:00:00+00:00,0,0,0,0,9.0,89,0.0,-108.4,0.0,7.3
2005-11-13 04:00:00+00:00,0,0,0,0,8.7,90,0.0,-96.5,0.0,7.2
2005-11-13 05:00:00+00:00,0,0,0,0,8.5,97,0.0,-87.3,0.0,8.1
2005-11-13 06:00:00+00:00,0,0,0,0,8.4,100,0.0,-78.6,0.0,8.4
2005-11-13 07:00:00+00:00,0,0,0,0,8.3,100,0.0,-70.3,0.0,8.3
2005-11-13 08:00:00+00:00,90,40,225,404,9.7,97,7.2,-61.1,0.0,9.3
2005-11-13 09:00:00+00:00,251,62,485,642,11.8,79,17.1,-50.4,0.0,8.3
2005-11-13 10:00:00+00:00,388,80,677,715,13.7,74,25.5,-38.1,0.0,9.1
2005-11-13 11:00:00+00:00,490,99,815,746,15.4,66,31.6,-23.3,0.0,9.2
2005-11-13 12:00:00+00:00,532,129,866,707,16.7,63,34.8,-6.5,0.0,9.7
2005-11-13 13:00:00+00:00,502,146,808,630,17.5,61,34.4,10.3,0.0,9.9
2005-11-13 14:00:00+00:00,462,114,768,682,18.0,57,30.6,26.5,0.0,9.5
2005-11-13 15:00:00+00:00,358,81,634,684,18.0,56,23.9,41.0,0.0,9.1
2005-11-13 16:00:00+00:00,214,98,383,445,17.4,58,15.1,52.6,0.0,9.0
2005-11-13 17:00:00+00:00,23,23,19,0,16.1,61,5.0,63.1,0.0,8.6
2005-11-13 18:00:00+00:00,0,0,0,0,15.4,69,0.0,72.1,0.0,9.8
2005-11-13 19:00:00+00:00,0,0,0,0,14.7,72,0.0,80.4,0.0,9.7
2005-11-13 20:00:00+00:00,0,0,0,0,14.0,77,0.0,89.2,0.0,9.9
2005-11-13 21:00:00+00:00,0,0,0,0,13.2,77,0.0,99.0,0.0,9.4
2005-11-13 22:00:00+00:00,0,0,0,0,12.7,81,0.0,111.3,0.0,9.5
2005-11-13 23:00:00+00:00,0,0,0,0,11.9,82,0.0,130.4,0.0,8.8
2005-11-14 00:00:00+00:00,0,0,0,0,11.1,83,0.0,-162.6,0.0,8.3
2005-11-14 01:00:00+00:00,0,0,0,0,10.4,85,0.0,-154.6,0.0,7.9
2005-11-14 02:00:00+00:00,0,0,0,0,9.6,91,0.0,-125.3,0.0,8.3
2005-11-14 03:00:00+00:00,0,0,0,0,9.2,94,0.0,-108.2,0.0,8.4
2005-11-14 04:00:00+00:00,0,0,0,0,8.8,95,0.0,-96.4,0.0,8.1
2005-11-14 05:00:00+00:00,0,0,0,0,8.6,100,0.0,-87.2,0.0,8.6
2005-11-14 06:00:00+00:00,0,0,0,0,8.3,99,0.0,-78.5,0.0,8.2
2005-11-14 07:00:00+00:00,0,0,0,0,8.3,100,0.0,-70.1,0.0,8.2
2005-11-14 08:00:00+00:00,84,35,217,399,9.5,89,7.0,-61.0,0.0,7.7
2005-11-14 09:00:00+00:00,243,55,477,648,11.4,74,16.9,-50.3,0.0,6.9
2005-11-14 10:00:00+00:00,385,79,675,716,13.3,65,25.2,-38.1,0.0,6.7
2005-11-14 11:00:00+00:00,485,99,811,742,14.9,57,31.4,-23.3,0.0,6.4
2005-11-14 12:00:00+00:00,545,99,898,786,16.2,53,34.5,-6.5,0.0,6.6
2005-11-14 13:00:00+00:00,549,86,912,823,17.1,52,34.2,10.2,0.0,7.2
2005-11-14 14:00:00+00:00,478,84,810,779,17.6,46,30.4,26.4,0.0,5.9
2005-11-14 15:00:00+00:00,372,63,670,768,17.7,47,23.7,40.5,0.0,6.4
2005-11-14 16:00:00+00:00,210,97,379,437,17.0,48,15.0,52.5,0.0,6.0
2005-11-14 17:00:00+00:00,21,21,18,0,15.7,46,4.8,62.6,0.0,4.3
2005-11-14 18:00:00+00:00,0,0,0,0,14.8,56,0.0,71.6,0.0,6.2
2005-11-14 19:00:00+00:00,0,0,0,0,13.9,60,0.0,80.3,0.0,6.2
2005-11-14 20:00:00+00:00,0,0,0,0,13.1,65,0.0,89.0,0.0,6.5
2005-11-14 21:00:00+00:00,0,0,0,0,12.2,66,0.0,98.4,0.0,6.2
2005-11-14 22:00:00+00:00,0,0,0,0,11.2,63,0.0,111.1,0.0,4.5
2005-11-14 23:00:00+00:00,0,0,0,0,10.2,68,0.0,130.1,0.0,4.7
2005-11-15 00:00:00+00:00,0,0,0,0,9.3,73,0.0,-162.4,0.0,4.7
2005-11-15 01:00:00+00:00,0,0,0,0,8.4,77,0.0,-154.5,0.0,4.6
2005-11-15 02:00:00+00:00,0,0,0,0,7.4,78,0.0,-125.1,0.0,3.8
2005-11-15 03:00:00+00:00,0,0,0,0,6.9,78,0.0,-108.0,0.0,3.3
2005-11-15 04:00:00+00:00,0,0,0,0,6.4,81,0.0,-96.2,0.0,3.5
2005-11-15 05:00:00+00:00,0,0,0,0,6.0,75,0.0,-87.0,0.0,2.0
2005-11-15 06:00:00+00:00,0,0,0,0,5.7,78,0.0,-78.3,0.0,2.2
2005-11-15 07:00:00+00:00,0,0,0,0,5.6,82,0.0,-70.0,0.0,2.8
2005-11-15 08:00:00+00:00,90,32,246,492,6.8,80,6.8,-60.5,0.0,3.6
2005-11-15 09:00:00+00:00,263,45,526,761,8.8,70,16.6,-50.2,0.0,3.6
2005-11-15 10:00:00+00:00,420,50,753,878,11.0,61,25.0,-38.0,0.0,3.8
2005-11-15 11:00:00+00:00,531,55,904,922,12.7,59,31.1,-23.3,0.0,4.9
2005-11-15 12:00:00+00:00,588,59,981,939,14.0,53,34.3,-6.6,0.0,4.7
2005-11-15 13:00:00+00:00,577,60,964,927,15.0,51,33.9,10.2,0.0,4.9
2005-11-15 14:00:00+00:00,507,56,868,899,15.4,49,30.1,26.3,0.0,4.8
2005-11-15 15:00:00+00:00,387,50,702,845,15.4,51,23.5,40.4,0.0,5.4
2005-11-15 16:00:00+00:00,227,43,475,719,14.7,55,14.8,52.3,0.0,5.6
2005-11-15 17:00:00+00:00,21,21,17,0,13.3,56,4.7,62.4,0.0,4.8
2005-11-15 18:00:00+00:00,0,0,0,0,12.7,63,0.0,71.5,0.0,5.8
2005-11-15 19:00:00+00:00,0,0,0,0,11.9,67,0.0,80.1,0.0,6.0
2005-11-15 20:00:00+00:00,0,0,0,0,11.1,70,0.0,88.5,0.0,5.9
2005-11-15 21:00:00+00:00,0,0,0,0,10.3,74,0.0,98.2,0.0,5.8
2005-11-15 22:00:00+00:00,0,0,0,0,9.5,78,0.0,110.5,0.0,5.8
2005-11-15 23:00:00+00:00,0,0,0,0,8.7,84,0.0,129.5,0.0,6.2
2005-11-16 00:00:00+00:00,0,0,0,0,8.2,84,0.0,-162.2,0.0,5.7
2005-11-16 01:00:00+00:00,0,0,0,0,7.7,84,0.0,-154.4,0.0,5.2
2005-11-16 02:00:00+00:00,0,0,0,0,7.1,87,0.0,-124.5,0.0,5.1
2005-11-16 03:00:00+00:00,0,0,0,0,6.9,87,0.0,-107.4,0.0,4.8
2005-11-16 04:00:00+00:00,0,0,0,0,6.6,91,0.0,-96.1,0.0,5.2
2005-11-16 05:00:00+00:00,0,0,0,0,6.4,99,0.0,-86.5,0.0,6.2
2005-11-16 06:00:00+00:00,0,0,0,0,6.2,98,0.0,-78.2,0.0,5.8
2005-11-16 07:00:00+00:00,0,0,0,0,6.2,98,0.0,-69.5,0.0,5.8
2005-11-16 08:00:00+00:00,86,33,240,467,7.5,87,6.6,-60.4,0.0,5.4
2005-11-16 09:00:00+00:00,251,47,509,721,9.6,71,16.4,-50.1,0.0,4.5
2005-11-16 10:00:00+00:00,406,52,730,846,11.8,59,24.7,-37.6,0.0,4.2
2005-11-16 11:00:00+00:00,505,66,859,855,13.6,56,30.9,-23.2,0.0,4.9
2005-11-16 12:00:00+00:00,556,75,925,859,15.0,51,34.0,-6.6,0.0,5.0
2005-11-16 13:00:00+00:00,541,85,907,822,15.9,48,33.7,10.1,0.0,4.9
2005-11-16 14:00:00+00:00,474,80,812,789,16.3,47,29.9,26.2,0.0,4.9
2005-11-16 15:00:00+00:00,356,71,644,720,16.3,47,23.3,40.3,0.0,4.9
2005-11-16 16:00:00+00:00,216,54,445,642,15.7,49,14.6,52.2,0.0,5.0
2005-11-16 17:00:00+00:00,21,21,17,0,14.3,57,4.6,62.3,0.0,5.9
2005-11-16 18:00:00+00:00,0,0,0,0,13.7,66,0.0,71.3,0.0,7.6
2005-11-16 19:00:00+00:00,0,0,0,0,13.2,68,0.0,79.6,0.0,7.3
2005-11-16 20:00:00+00:00,0,0,0,0,12.6,67,0.0,88.3,0.0,6.7
2005-11-16 21:00:00+00:00,0,0,0,0,12.1,68,0.0,98.1,0.0,6.5
2005-11-16 22:00:00+00:00,0,0,0,0,11.5,67,0.0,110.2,0.0,5.6
2005-11-16 23:00:00+00:00,0,0,0,0,10.9,71,0.0,129.2,0.0,5.8
2005-11-17 00:00:00+00:00,0,0,0,0,10.4,75,0.0,-161.6,0.0,6.1
2005-11-17 01:00:00+00:00,0,0,0,0,9.9,79,0.0,-154.3,0.0,6.5
2005-11-17 02:00:00+00:00,0,0,0,0,9.4,83,0.0,-124.4,0.0,6.6
2005-11-17 03:00:00+00:00,0,0,0,0,9.1,81,0.0,-107.3,0.0,6.0
2005-11-17 04:00:00+00:00,0,0,0,0,8.8,81,0.0,-95.5,0.0,5.7
2005-11-17 05:00:00+00:00,0,0,0,0,8.7,85,0.0,-86.4,0.0,6.3
2005-11-17 06:00:00+00:00,0,0,0,0,8.5,81,0.0,-78.1,0.0,5.3
2005-11-17 07:00:00+00:00,0,0,0,0,8.5,86,0.0,-69.4,0.0,6.3
2005-11-17 08:00:00+00:00,86,31,243,492,9.7,80,6.4,-60.3,0.0,6.4
2005-11-17 09:00:00+00:00,249,47,510,725,11.8,67,16.2,-50.1,0.0,5.8
2005-11-17 10:00:00+00:00,394,109,690,687,13.6,58,24.5,-37.5,0.0,5.4
2005-11-17 11:00:00+00:00,424,193,659,454,14.9,52,30.6,-23.2,0.0,5.2
2005-11-17 12:00:00+00:00,493,156,799,606,16.0,48,33.8,-6.6,0.0,5.1
2005-11-17 13:00:00+00:00,412,246,584,302,16.5,44,33.4,10.0,0.0,4.4
2005-11-17 14:00:00+00:00,322,248,414,148,16.6,43,29.7,26.1,0.0,4.0
2005-11-17 15:00:00+00:00,264,192,356,183,16.4,41,23.1,40.1,0.0,3.3
2005-11-17 16:00:00+00:00,149,116,210,133,15.8,46,14.5,52.1,0.0,4.3
2005-11-17 17:00:00+00:00,14,14,10,0,14.7,51,4.4,62.2,0.0,4.7
2005-11-17 18:00:00+00:00,0,0,0,0,14.0,60,0.0,71.2,0.0,6.5
2005-11-17 19:00:00+00:00,0,0,0,0,13.2,63,0.0,79.4,0.0,6.3
